state_abbr,county_name,stock.county,emm2020_county,population,subregion,region
MT,McCone,G3000550,MISW,1700,mccone,montana
MT,Meagher,G3000590,NWPP,1827,meagher,montana
MT,Mineral,G3000610,NWPP,4184,mineral,montana
MT,Missoula,G3000630,NWPP,116130,missoula,montana
MT,Musselshell,G3000650,NWPP,4589,musselshell,montana
MT,Park,G3000670,NWPP,16114,park,montana
MT,Petroleum,G3000690,NWPP,489,petroleum,montana
MT,Phillips,G3000710,NWPP,4133,phillips,montana
MT,Pondera,G3000730,NWPP,6084,pondera,montana
MT,Powder River,G3000750,NWPP,1746,powder river,montana
MT,Powell,G3000770,NWPP,6858,powell,montana
MT,Prairie,G3000790,SPPN,1182,prairie,montana
MT,Ravalli,G3000810,NWPP,42088,ravalli,montana
MT,Richland,G3000830,SPPN,11482,richland,montana
MT,Roosevelt,G3000850,SPPN,11305,roosevelt,montana
MT,Rosebud,G3000870,NWPP,9287,rosebud,montana
MT,Sanders,G3000890,NWPP,11534,sanders,montana
MT,Sheridan,G3000910,MISW,3648,sheridan,montana
MT,Silver Bow,G3000930,NWPP,34553,silver bow,montana
MT,Stillwater,G3000950,NWPP,9406,stillwater,montana
MT,Sweet Grass,G3000970,NWPP,3623,sweet grass,montana
MT,Teton,G3000990,NWPP,6056,teton,montana
MT,Toole,G3001010,NWPP,4977,toole,montana
MT,Treasure,G3001030,NWPP,692,treasure,montana
MT,Valley,G3001050,NWPP,7539,valley,montana
MT,Wheatland,G3001070,NWPP,2117,wheatland,montana
MT,Wibaux,G3001090,SPPN,1093,wibaux,montana
MT,Yellowstone,G3001110,NWPP,158437,yellowstone,montana
MT,Yellowstone,G3001110,NWPP,158437,yellowstone national,montana
NC,Alamance,G3700010,SRCA,159688,alamance,north carolina
NC,Alexander,G3700030,SRCA,37428,alexander,north carolina
NC,Alleghany,G3700050,SRCA,10848,alleghany,north carolina
NC,Anson,G3700070,SRCA,25448,anson,north carolina
NC,Ashe,G3700090,SRCA,26924,ashe,north carolina
NC,Avery,G3700110,SRCA,17516,avery,north carolina
NC,Beaufort,G3700130,PJMD,47526,beaufort,north carolina
NC,Bertie,G3700150,PJMD,19854,bertie,north carolina
NC,Bladen,G3700170,SRCA,33741,bladen,north carolina
NC,Brunswick,G3700190,SRCA,126953,brunswick,north carolina
NC,Buncombe,G3700210,SRCA,256088,buncombe,north carolina
NC,Burke,G3700230,SRCA,88851,burke,north carolina
NC,Cabarrus,G3700250,SRCA,201590,cabarrus,north carolina
NC,Caldwell,G3700270,SRCA,81449,caldwell,north carolina
NC,Camden,G3700290,PJMD,10418,camden,north carolina
NC,Carteret,G3700310,SRCA,68890,carteret,north carolina
NC,Caswell,G3700330,SRCA,22910,caswell,north carolina
NC,Catawba,G3700350,SRCA,156459,catawba,north carolina
NC,Chatham,G3700370,SRCA,72243,chatham,north carolina
NC,Cherokee,G3700390,SRCA,27905,cherokee,north carolina
NC,Chowan,G3700410,PJMD,14383,chowan,north carolina
NC,Clay,G3700430,SRCA,10915,clay,north carolina
NC,Cleveland,G3700450,SRCA,97144,cleveland,north carolina
NC,Columbus,G3700470,SRCA,56505,columbus,north carolina
NC,Craven,G3700490,SRCA,103445,craven,north carolina
NC,Cumberland,G3700510,SRCA,327127,cumberland,north carolina
NC,Currituck,G3700530,PJMD,25809,currituck,north carolina
NC,Dare,G3700550,PJMD,35964,dare,north carolina
NC,Davidson,G3700570,SRCA,164926,davidson,north carolina
NC,Davie,G3700590,SRCA,42013,davie,north carolina
NC,Duplin,G3700610,SRCA,58969,duplin,north carolina
NC,Durham,G3700630,SRCA,306212,durham,north carolina
NC,Edgecombe,G3700650,PJMD,53318,edgecombe,north carolina
NC,Forsyth,G3700670,SRCA,371511,forsyth,north carolina
NC,Franklin,G3700690,SRCA,64705,franklin,north carolina
NC,Gaston,G3700710,SRCA,216965,gaston,north carolina
NC,Gates,G3700730,PJMD,11478,gates,north carolina
NC,Graham,G3700750,SRCA,8558,graham,north carolina
NC,Granville,G3700770,PJMD,59031,granville,north carolina
NC,Greene,G3700790,SRCA,21168,greene,north carolina
NC,Guilford,G3700810,SRCA,521330,guilford,north carolina
NC,Halifax,G3700830,PJMD,51766,halifax,north carolina
NC,Harnett,G3700850,SRCA,130881,harnett,north carolina
NC,Haywood,G3700870,SRCA,60682,haywood,north carolina
NC,Henderson,G3700890,SRCA,114209,henderson,north carolina
NC,Hertford,G3700910,PJMD,24136,hertford,north carolina
NC,Hoke,G3700930,SRCA,53262,hoke,north carolina
NC,Hyde,G3700950,PJMD,5517,hyde,north carolina
NC,Iredell,G3700970,SRCA,172916,iredell,north carolina
NC,Jackson,G3700990,SRCA,42241,jackson,north carolina
NC,Johnston,G3701010,SRCA,191450,johnston,north carolina
NC,Jones,G3701030,SRCA,9845,jones,north carolina
NC,Lee,G3701050,SRCA,59616,lee,north carolina
NC,Lenoir,G3701070,SRCA,57307,lenoir,north carolina
NC,Lincoln,G3701090,SRCA,81168,lincoln,north carolina
NC,Macon,G3701130,SRCA,34376,macon,north carolina
NC,Madison,G3701150,SRCA,21340,madison,north carolina
NC,Martin,G3701170,PJMD,23172,martin,north carolina
NC,McDowell,G3701110,SRCA,45075,mcdowell,north carolina
NC,Mecklenburg,G3701190,SRCA,1054835,mecklenburg,north carolina
NC,Mitchell,G3701210,SRCA,15126,mitchell,north carolina
NC,Montgomery,G3701230,SRCA,27418,montgomery,north carolina
NC,Moore,G3701250,SRCA,95776,moore,north carolina
NC,Nash,G3701270,PJMD,94005,nash,north carolina
NC,New Hanover,G3701290,SRCA,223483,new hanover,north carolina
NC,Northampton,G3701310,PJMD,20000,northampton,north carolina
NC,Onslow,G3701330,SRCA,187136,onslow,north carolina
NC,Orange,G3701350,SRCA,141796,orange,north carolina
NC,Pamlico,G3701370,SRCA,12821,pamlico,north carolina
NC,Pasquotank,G3701390,PJMD,39864,pasquotank,north carolina
NC,Pender,G3701410,SRCA,59090,pender,north carolina
NC,Perquimans,G3701430,PJMD,13335,perquimans,north carolina
NC,Person,G3701450,PJMD,39284,person,north carolina
NC,Pitt,G3701470,PJMD,177220,pitt,north carolina
NC,Polk,G3701490,SRCA,20334,polk,north carolina
NC,Randolph,G3701510,SRCA,143416,randolph,north carolina
NC,Richmond,G3701530,SRCA,44939,richmond,north carolina
NC,Robeson,G3701550,SRCA,133235,robeson,north carolina
NC,Rockingham,G3701570,SRCA,91393,rockingham,north carolina
NC,Rowan,G3701590,SRCA,139933,rowan,north carolina
NC,Rutherford,G3701610,SRCA,66421,rutherford,north carolina
NC,Sampson,G3701630,SRCA,63124,sampson,north carolina
NC,Scotland,G3701650,SRCA,35244,scotland,north carolina
NC,Stanly,G3701670,SRCA,60791,stanly,north carolina
NC,Stokes,G3701690,SRCA,46097,stokes,north carolina
NC,Surry,G3701710,SRCA,72113,surry,north carolina
NC,Swain,G3701730,SRCA,14346,swain,north carolina
NC,Transylvania,G3701750,SRCA,33482,transylvania,north carolina
NC,Tyrrell,G3701770,PJMD,4141,tyrrell,north carolina
NC,Union,G3701790,SRCA,226606,union,north carolina
NC,Vance,G3701810,SRCA,44244,vance,north carolina
NC,Wake,G3701830,SRCA,1046791,wake,north carolina
NC,Warren,G3701850,PJMD,19907,warren,north carolina
NC,Washington,G3701870,PJMD,12195,washington,north carolina
NC,Watauga,G3701890,SRCA,53922,watauga,north carolina
NC,Wayne,G3701910,SRCA,124150,wayne,north carolina
NC,Wilkes,G3701930,SRCA,68740,wilkes,north carolina
NC,Wilson,G3701950,SRCA,81661,wilson,north carolina
NC,Yadkin,G3701970,SRCA,37532,yadkin,north carolina
NC,Yancey,G3701990,SRCA,17678,yancey,north carolina
ND,Adams,G3800010,SPPN,2305,adams,north dakota
ND,Barnes,G3800030,SPPN,10926,barnes,north dakota
ND,Benson,G3800050,SPPN,6739,benson,north dakota
ND,Billings,G3800070,SPPN,934,billings,north dakota
ND,Bottineau,G3800090,SPPN,6579,bottineau,north dakota
ND,Bowman,G3800110,SPPN,3241,bowman,north dakota
ND,Burke,G3800130,SPPN,2198,burke,north dakota
ND,Burleigh,G3800150,SPPN,94487,burleigh,north dakota
ND,Cass,G3800170,SPPN,175249,cass,north dakota
ND,Cavalier,G3800190,MISW,3827,cavalier,north dakota
ND,Dickey,G3800210,SPPN,5064,dickey,north dakota
ND,Divide,G3800230,SPPN,2413,divide,north dakota
ND,Dunn,G3800250,SPPN,4366,dunn,north dakota
ND,Eddy,G3800270,SPPN,2358,eddy,north dakota
ND,Emmons,G3800290,SPPN,3346,emmons,north dakota
ND,Foster,G3800310,SPPN,3303,foster,north dakota
ND,Golden Valley,G3800330,SPPN,1817,golden valley,north dakota
ND,Grand Forks,G3800350,SPPN,71083,grand forks,north dakota
ND,Grant,G3800370,SPPN,2377,grant,north dakota
ND,Griggs,G3800390,SPPN,2277,griggs,north dakota
ND,Hettinger,G3800410,SPPN,2629,hettinger,north dakota
ND,Kidder,G3800430,SPPN,2414,kidder,north dakota
ND,LaMoure,G3800450,SPPN,4111,la moure,north dakota
ND,Logan,G3800470,SPPN,1941,logan,north dakota
ND,McHenry,G3800490,SPPN,5963,mchenry,north dakota
ND,McIntosh,G3800510,SPPN,2656,mcintosh,north dakota
ND,McKenzie,G3800530,SPPN,12621,mckenzie,north dakota
ND,McLean,G3800550,SPPN,9729,mclean,north dakota
ND,Mercer,G3800570,SPPN,8694,mercer,north dakota
ND,Morton,G3800590,SPPN,30809,morton,north dakota
ND,Mountrail,G3800610,SPPN,10242,mountrail,north dakota
ND,Nelson,G3800630,SPPN,2960,nelson,north dakota
ND,Oliver,G3800650,SPPN,1870,oliver,north dakota
ND,Pembina,G3800670,MISW,7069,pembina,north dakota
ND,Pierce,G3800690,SPPN,4267,pierce,north dakota
ND,Ramsey,G3800710,SPPN,11547,ramsey,north dakota
ND,Ransom,G3800730,SPPN,5404,ransom,north dakota
ND,Renville,G3800750,SPPN,2550,renville,north dakota
ND,Richland,G3800770,SPPN,16353,richland,north dakota
ND,Rolette,G3800790,MISW,14659,rolette,north dakota
ND,Sargent,G3800810,SPPN,3890,sargent,north dakota
ND,Sheridan,G3800830,SPPN,1322,sheridan,north dakota
ND,Sioux,G3800850,SPPN,4469,sioux,north dakota
ND,Slope,G3800870,SPPN,763,slope,north dakota
ND,Stark,G3800890,SPPN,31199,stark,north dakota
ND,Steele,G3800910,SPPN,1962,steele,north dakota
ND,Stutsman,G3800930,SPPN,21128,stutsman,north dakota
ND,Towner,G3800950,SPPN,2263,towner,north dakota
ND,Traill,G3800970,SPPN,8030,traill,north dakota
ND,Walsh,G3800990,MISW,10904,walsh,north dakota
ND,Ward,G3801010,SPPN,70210,ward,north dakota
ND,Wells,G3801030,SPPN,4098,wells,north dakota
ND,Williams,G3801050,MISW,34337,williams,north dakota
NE,Adams,G3100010,SPPN,31684,adams,nebraska
NE,Antelope,G3100030,SPPN,6329,antelope,nebraska
NE,Arthur,G3100050,SPPN,469,arthur,nebraska
NE,Banner,G3100070,RMRG,798,banner,nebraska
NE,Blaine,G3100090,SPPN,484,blaine,nebraska
NE,Boone,G3100110,SPPN,5332,boone,nebraska
NE,Box Butte,G3100130,SPPN,11194,box butte,nebraska
NE,Boyd,G3100150,SPPN,1982,boyd,nebraska
NE,Brown,G3100170,SPPN,2960,brown,nebraska
NE,Buffalo,G3100190,SPPN,49383,buffalo,nebraska
NE,Burt,G3100210,SPPN,6546,burt,nebraska
NE,Butler,G3100230,SPPN,8052,butler,nebraska
NE,Cass,G3100250,SPPN,25767,cass,nebraska
NE,Cedar,G3100270,SPPN,8671,cedar,nebraska
NE,Chase,G3100290,SPPN,3937,chase,nebraska
NE,Cherry,G3100310,SPPN,5832,cherry,nebraska
NE,Cheyenne,G3100330,RMRG,10051,cheyenne,nebraska
NE,Clay,G3100350,SPPN,6163,clay,nebraska
NE,Colfax,G3100370,SPPN,10414,colfax,nebraska
NE,Cuming,G3100390,SPPN,9016,cuming,nebraska
NE,Custer,G3100410,SPPN,10807,custer,nebraska
NE,Dakota,G3100430,SPPN,20465,dakota,nebraska
NE,Dawes,G3100450,RMRG,8979,dawes,nebraska
NE,Dawson,G3100470,SPPN,23640,dawson,nebraska
NE,Deuel,G3100490,SPPN,1873,deuel,nebraska
NE,Dixon,G3100510,SPPN,5762,dixon,nebraska
NE,Dodge,G3100530,SPPN,36757,dodge,nebraska
NE,Douglas,G3100550,SPPN,554995,douglas,nebraska
NE,Dundy,G3100570,SPPN,1831,dundy,nebraska
NE,Fillmore,G3100590,SPPN,5720,fillmore,nebraska
NE,Franklin,G3100610,SPPN,3014,franklin,nebraska
NE,Frontier,G3100630,SPPN,2621,frontier,nebraska
NE,Furnas,G3100650,SPPN,4787,furnas,nebraska
NE,Gage,G3100670,SPPN,21799,gage,nebraska
NE,Garden,G3100690,SPPN,1930,garden,nebraska
NE,Garfield,G3100710,SPPN,2011,garfield,nebraska
NE,Gosper,G3100730,SPPN,1971,gosper,nebraska
NE,Grant,G3100750,SPPN,641,grant,nebraska
NE,Greeley,G3100770,SPPN,2399,greeley,nebraska
NE,Hall,G3100790,SPPN,61705,hall,nebraska
NE,Hamilton,G3100810,SPPN,9186,hamilton,nebraska
NE,Harlan,G3100830,SPPN,3473,harlan,nebraska
NE,Hayes,G3100850,SPPN,897,hayes,nebraska
NE,Hitchcock,G3100870,SPPN,2825,hitchcock,nebraska
NE,Holt,G3100890,SPPN,10250,holt,nebraska
NE,Hooker,G3100910,SPPN,708,hooker,nebraska
NE,Howard,G3100930,SPPN,6429,howard,nebraska
NE,Jefferson,G3100950,SPPN,7177,jefferson,nebraska
NE,Johnson,G3100970,SPPN,5171,johnson,nebraska
NE,Kearney,G3100990,SPPN,6552,kearney,nebraska
NE,Keith,G3101010,SPPN,8018,keith,nebraska
NE,Keya Paha,G3101030,SPPN,791,keya paha,nebraska
NE,Kimball,G3101050,RMRG,3679,kimball,nebraska
NE,Knox,G3101070,SPPN,8571,knox,nebraska
NE,Lancaster,G3101090,SPPN,309637,lancaster,nebraska
NE,Lincoln,G3101110,SPPN,35550,lincoln,nebraska
NE,Logan,G3101130,SPPN,772,logan,nebraska
NE,Loup,G3101150,SPPN,591,loup,nebraska
NE,Madison,G3101190,SPPN,35015,madison,nebraska
NE,McPherson,G3101170,SPPN,493,mcpherson,nebraska
NE,Merrick,G3101210,SPPN,7828,merrick,nebraska
NE,Morrill,G3101230,SPPN,4787,morrill,nebraska
NE,Nance,G3101250,SPPN,3576,nance,nebraska
NE,Nemaha,G3101270,SPPN,6971,nemaha,nebraska
NE,Nuckolls,G3101290,SPPN,4265,nuckolls,nebraska
NE,Otoe,G3101310,SPPN,16081,otoe,nebraska
NE,Pawnee,G3101330,SPPN,2652,pawnee,nebraska
NE,Perkins,G3101350,SPPN,2898,perkins,nebraska
NE,Phelps,G3101370,SPPN,9266,phelps,nebraska
NE,Pierce,G3101390,SPPN,7159,pierce,nebraska
NE,Platte,G3101410,SPPN,32861,platte,nebraska
NE,Polk,G3101430,SPPN,5203,polk,nebraska
NE,Red Willow,G3101450,SPPN,10722,red willow,nebraska
NE,Richardson,G3101470,SPPN,8060,richardson,nebraska
NE,Rock,G3101490,SPPN,1390,rock,nebraska
NE,Saline,G3101510,SPPN,14331,saline,nebraska
NE,Sarpy,G3101530,SPPN,179023,sarpy,nebraska
NE,Saunders,G3101550,SPPN,21038,saunders,nebraska
NE,Scotts Bluff,G3101570,SPPN,36422,scotts bluff,nebraska
NE,Seward,G3101590,SPPN,17284,seward,nebraska
NE,Sheridan,G3101610,SPPN,5234,sheridan,nebraska
NE,Sherman,G3101630,SPPN,3054,sherman,nebraska
NE,Sioux,G3101650,RMRG,1242,sioux,nebraska
NE,Stanton,G3101670,SPPN,5944,stanton,nebraska
NE,Thayer,G3101690,SPPN,5101,thayer,nebraska
NE,Thomas,G3101710,SPPN,716,thomas,nebraska
NE,Thurston,G3101730,SPPN,7127,thurston,nebraska
NE,Valley,G3101750,SPPN,4184,valley,nebraska
NE,Washington,G3101770,SPPN,20603,washington,nebraska
NE,Wayne,G3101790,SPPN,9365,wayne,nebraska
NE,Webster,G3101810,SPPN,3603,webster,nebraska
NE,Wheeler,G3101830,SPPN,776,wheeler,nebraska
NE,York,G3101850,SPPN,13794,york,nebraska
NH,Belknap,G3300010,ISNE,60779,belknap,new hampshire
NH,Carroll,G3300030,ISNE,47289,carroll,new hampshire
NH,Cheshire,G3300050,ISNE,75774,cheshire,new hampshire
NH,Coos,G3300070,ISNE,32039,coos,new hampshire
NH,Grafton,G3300090,ISNE,88888,grafton,new hampshire
NH,Hillsborough,G3300110,ISNE,407761,hillsborough,new hampshire
NH,Merrimack,G3300130,ISNE,148582,merrimack,new hampshire
NH,Rockingham,G3300150,ISNE,303251,rockingham,new hampshire
NH,Strafford,G3300170,ISNE,127428,strafford,new hampshire
NH,Sullivan,G3300190,ISNE,43004,sullivan,new hampshire
NJ,Atlantic,G3400010,PJME,270991,atlantic,new jersey
NJ,Bergen,G3400030,PJME,939151,bergen,new jersey
NJ,Burlington,G3400050,PJME,449284,burlington,new jersey
NJ,Camden,G3400070,PJME,510150,camden,new jersey
NJ,Cape May,G3400090,PJME,94430,cape may,new jersey
NJ,Cumberland,G3400110,PJME,153797,cumberland,new jersey
NJ,Essex,G3400130,PJME,796914,essex,new jersey
NJ,Gloucester,G3400150,PJME,292330,gloucester,new jersey
NJ,Hudson,G3400170,PJME,677983,hudson,new jersey
NJ,Hunterdon,G3400190,PJME,124676,hunterdon,new jersey
NJ,Mercer,G3400210,PJME,371023,mercer,new jersey
NJ,Middlesex,G3400230,PJME,837073,middlesex,new jersey
NJ,Monmouth,G3400250,PJME,625846,monmouth,new jersey
NJ,Morris,G3400270,PJME,498423,morris,new jersey
NJ,Ocean,G3400290,PJME,592497,ocean,new jersey
NJ,Passaic,G3400310,PJME,507945,passaic,new jersey
NJ,Salem,G3400330,PJME,63436,salem,new jersey
NJ,Somerset,G3400350,PJME,333751,somerset,new jersey
NJ,Sussex,G3400370,PJME,142522,sussex,new jersey
NJ,Union,G3400390,PJME,555630,union,new jersey
NJ,Warren,G3400410,PJME,106617,warren,new jersey
NM,Bernalillo,G3500010,SRSG,676953,bernalillo,new mexico
NM,Catron,G3500030,SRSG,3508,catron,new mexico
NM,Chaves,G3500050,SPPS,65282,chaves,new mexico
NM,Cibola,G3500060,SRSG,27487,cibola,new mexico
NM,Colfax,G3500070,SRSG,12253,colfax,new mexico
NM,Curry,G3500090,SPPS,50280,curry,new mexico
NM,De Baca,G3500110,SRSG,1793,de baca,new mexico
NM,Doña Ana,G3500130,SRSG,214207,dona ana,new mexico
NM,Eddy,G3500150,SPPS,57621,eddy,new mexico
NM,Grant,G3500170,SRSG,28280,grant,new mexico
NM,Guadalupe,G3500190,SRSG,4376,guadalupe,new mexico
NM,Harding,G3500210,SRSG,665,harding,new mexico
NM,Hidalgo,G3500230,SRSG,4302,hidalgo,new mexico
NM,Lea,G3500250,SPPS,69749,lea,new mexico
NM,Lincoln,G3500270,SRSG,19429,lincoln,new mexico
NM,Los Alamos,G3500280,SRSG,18147,los alamos,new mexico
NM,Luna,G3500290,SRSG,24450,luna,new mexico
NM,McKinley,G3500310,SRSG,74923,mckinley,new mexico
NM,Mora,G3500330,SRSG,4504,mora,new mexico
NM,Otero,G3500350,SRSG,65410,otero,new mexico
NM,Quay,G3500370,SPPS,8365,quay,new mexico
NM,Rio Arriba,G3500390,SRSG,40040,rio arriba,new mexico
NM,Roosevelt,G3500410,SPPS,19082,roosevelt,new mexico
NM,San Juan,G3500450,RMRG,115079,san juan,new mexico
NM,San Miguel,G3500470,SRSG,27760,san miguel,new mexico
NM,Sandoval,G3500430,SRSG,142025,sandoval,new mexico
NM,Santa Fe,G3500490,SRSG,148651,santa fe,new mexico
NM,Sierra,G3500510,SRSG,11191,sierra,new mexico
NM,Socorro,G3500530,SRSG,17027,socorro,new mexico
NM,Taos,G3500550,SRSG,33065,taos,new mexico
NM,Torrance,G3500570,SRSG,15302,torrance,new mexico
NM,Union,G3500590,SRSG,4183,union,new mexico
NM,Valencia,G3500610,SRSG,75626,valencia,new mexico
NV,Carson City,G3205100,BASN,54742,carson city,nevada
NV,Churchill,G3200010,BASN,24198,churchill,nevada
NV,Clark,G3200030,BASN,2155664,clark,nevada
NV,Douglas,G3200050,BASN,48020,douglas,nevada
NV,Elko,G3200070,BASN,52168,elko,nevada
NV,Esmeralda,G3200090,BASN,790,esmeralda,nevada
NV,Eureka,G3200110,BASN,1917,eureka,nevada
NV,Humboldt,G3200130,BASN,16842,humboldt,nevada
NV,Lander,G3200150,BASN,5702,lander,nevada
NV,Lincoln,G3200170,BASN,5055,lincoln,nevada
NV,Lyon,G3200190,BASN,53179,lyon,nevada
NV,Mineral,G3200210,BASN,4449,mineral,nevada
NV,Nye,G3200230,BASN,43423,nye,nevada
NV,Pershing,G3200270,BASN,6560,pershing,nevada
NV,Storey,G3200290,BASN,4051,storey,nevada
NV,Washoe,G3200310,BASN,453616,washoe,nevada
NV,White Pine,G3200330,BASN,9682,white pine,nevada
NY,Albany,G3600010,NYUP,308846,albany,new york
NY,Allegany,G3600030,NYUP,47077,allegany,new york
NY,Bronx,G3600050,NYCW,1455720,bronx,new york
NY,Broome,G3600070,NYUP,195334,broome,new york
NY,Cattaraugus,G3600090,NYUP,77677,cattaraugus,new york
NY,Cayuga,G3600110,NYUP,77861,cayuga,new york
NY,Chautauqua,G3600130,NYUP,129504,chautauqua,new york
NY,Chemung,G3600150,NYUP,86322,chemung,new york
NY,Chenango,G3600170,NYUP,48579,chenango,new york
NY,Clinton,G3600190,NYUP,81073,clinton,new york
NY,Columbia,G3600210,NYUP,60989,columbia,new york
NY,Cortland,G3600230,NYUP,48070,cortland,new york
NY,Delaware,G3600250,NYUP,45523,delaware,new york
NY,Dutchess,G3600270,NYUP,294473,dutchess,new york
NY,Erie,G3600290,NYUP,921046,erie,new york
NY,Essex,G3600310,NYUP,38102,essex,new york
NY,Franklin,G3600330,NYUP,50409,franklin,new york
NY,Fulton,G3600350,NYUP,53828,fulton,new york
NY,Genesee,G3600370,NYUP,58482,genesee,new york
NY,Greene,G3600390,NYUP,47508,greene,new york
NY,Hamilton,G3600410,NYUP,4542,hamilton,new york
NY,Herkimer,G3600430,NYUP,62613,herkimer,new york
NY,Jefferson,G3600450,NYUP,114006,jefferson,new york
NY,Kings,G3600470,NYCW,2629150,kings,new york
NY,Lewis,G3600490,NYUP,26865,lewis,new york
NY,Livingston,G3600510,NYUP,64257,livingston,new york
NY,Madison,G3600530,NYUP,71329,madison,new york
NY,Monroe,G3600550,NYUP,747727,monroe,new york
NY,Montgomery,G3600570,NYUP,49276,montgomery,new york
NY,Nassau,G3600590,NYCW,1361500,nassau,new york
NY,New York,G3600610,NYCW,1643734,new york,new york
NY,Niagara,G3600630,NYUP,211758,niagara,new york
NY,Oneida,G3600650,NYUP,231190,oneida,new york
NY,Onondaga,G3600670,NYUP,466194,onondaga,new york
NY,Ontario,G3600690,NYUP,109828,ontario,new york
NY,Orange,G3600710,NYUP,379210,orange,new york
NY,Orleans,G3600730,NYUP,41346,orleans,new york
NY,Oswego,G3600750,NYUP,118987,oswego,new york
NY,Otsego,G3600770,NYUP,60097,otsego,new york
NY,Putnam,G3600790,NYUP,98900,putnam,new york
NY,Queens,G3600810,NYCW,2333054,queens,new york
NY,Rensselaer,G3600830,NYUP,160070,rensselaer,new york
NY,Richmond,G3600850,PJME,476015,richmond,new york
NY,Rockland,G3600870,NYUP,326780,rockland,new york
NY,Saratoga,G3600910,NYUP,227053,saratoga,new york
NY,Schenectady,G3600930,NYUP,154553,schenectady,new york
NY,Schoharie,G3600950,NYUP,31317,schoharie,new york
NY,Schuyler,G3600970,NYUP,18099,schuyler,new york
NY,Seneca,G3600990,NYUP,34777,seneca,new york
NY,St. Lawrence,G3600890,NYUP,110038,st lawrence,new york
NY,Steuben,G3601010,NYUP,96940,steuben,new york
NY,Suffolk,G3601030,NYCW,1492583,suffolk,new york
NY,Sullivan,G3601050,NYUP,74801,sullivan,new york
NY,Tioga,G3601070,NYUP,48760,tioga,new york
NY,Tompkins,G3601090,NYUP,104871,tompkins,new york
NY,Ulster,G3601110,NYUP,179225,ulster,new york
NY,Warren,G3601130,NYUP,64567,warren,new york
NY,Washington,G3601150,NYUP,61800,washington,new york
NY,Wayne,G3601170,NYUP,90798,wayne,new york
NY,Westchester,G3601190,NYCW,974542,westchester,new york
NY,Wyoming,G3601210,NYUP,40791,wyoming,new york
NY,Yates,G3601230,NYUP,24923,yates,new york
OH,Adams,G3900010,PJMW,27907,adams,ohio
OH,Allen,G3900030,PJMW,103742,allen,ohio
OH,Ashland,G3900050,PJMW,53652,ashland,ohio
OH,Ashtabula,G3900070,PJMW,98231,ashtabula,ohio
OH,Athens,G3900090,PJMW,66186,athens,ohio
OH,Auglaize,G3900110,PJMW,45894,auglaize,ohio
OH,Belmont,G3900130,PJMW,68673,belmont,ohio
OH,Brown,G3900150,PJMW,43759,brown,ohio
OH,Butler,G3900170,PJMW,377537,butler,ohio
OH,Carroll,G3900190,PJMW,27669,carroll,ohio
OH,Champaign,G3900210,PJMW,38747,champaign,ohio
OH,Clark,G3900230,PJMW,134786,clark,ohio
OH,Clermont,G3900250,PJMW,203022,clermont,ohio
OH,Clinton,G3900270,PJMW,41902,clinton,ohio
OH,Columbiana,G3900290,PJMW,103685,columbiana,ohio
OH,Coshocton,G3900310,PJMW,36602,coshocton,ohio
OH,Crawford,G3900330,PJMW,42083,crawford,ohio
OH,Cuyahoga,G3900350,PJMW,1249352,cuyahoga,ohio
OH,Darke,G3900370,PJMW,51778,darke,ohio
OH,Defiance,G3900390,PJMW,38158,defiance,ohio
OH,Delaware,G3900410,PJMW,196463,delaware,ohio
OH,Erie,G3900430,PJMW,75107,erie,ohio
OH,Fairfield,G3900450,PJMW,152597,fairfield,ohio
OH,Fayette,G3900470,PJMW,28676,fayette,ohio
OH,Franklin,G3900490,PJMW,1264518,franklin,ohio
OH,Fulton,G3900510,PJMW,42514,fulton,ohio
OH,Gallia,G3900530,PJMW,30015,gallia,ohio
OH,Geauga,G3900550,PJMW,94060,geauga,ohio
OH,Greene,G3900570,PJMW,164765,greene,ohio
OH,Guernsey,G3900590,PJMW,39063,guernsey,ohio
OH,Hamilton,G3900610,PJMW,809099,hamilton,ohio
OH,Hancock,G3900630,PJMW,75872,hancock,ohio
OH,Hardin,G3900650,PJMW,31474,hardin,ohio
OH,Harrison,G3900670,PJMW,15307,harrison,ohio
OH,Henry,G3900690,PJMW,27629,henry,ohio
OH,Highland,G3900710,PJMW,43029,highland,ohio
OH,Hocking,G3900730,PJMW,28340,hocking,ohio
OH,Holmes,G3900750,PJMW,43936,holmes,ohio
OH,Huron,G3900770,PJMW,58439,huron,ohio
OH,Jackson,G3900790,PJMW,32505,jackson,ohio
OH,Jefferson,G3900810,PJMW,66704,jefferson,ohio
OH,Knox,G3900830,PJMW,60814,knox,ohio
OH,Lake,G3900850,PJMW,228614,lake,ohio
OH,Lawrence,G3900870,PJMW,60872,lawrence,ohio
OH,Licking,G3900890,PJMW,172198,licking,ohio
OH,Logan,G3900910,PJMW,45165,logan,ohio
OH,Lorain,G3900930,PJMW,306365,lorain,ohio
OH,Lucas,G3900950,PJMW,432488,lucas,ohio
OH,Madison,G3900970,PJMW,43419,madison,ohio
OH,Mahoning,G3900990,PJMW,230008,mahoning,ohio
OH,Marion,G3901010,PJMW,65096,marion,ohio
OH,Medina,G3901030,PJMW,177221,medina,ohio
OH,Meigs,G3901050,PJMW,23125,meigs,ohio
OH,Mercer,G3901070,PJMW,40909,mercer,ohio
OH,Miami,G3901090,PJMW,104679,miami,ohio
OH,Monroe,G3901110,PJMW,14210,monroe,ohio
